experience_level,employment_type,remote_ratio,company_size,job_title_freq,employee_residence_top,company_location_top,inflation_adj_salary
Mid/ Intermediate level,Full-time,Hybrid,Small,ML Engineer,Other,Other,77355.44962050968
Mid/ Intermediate level,Full-time,On-site,Medium,ML Engineer,United Kingdom,United Kingdom,134871.329366
Entry level,Full-time,On-site,Medium,Data Scientist,United States,United States,86234.1423048
Mid/ Intermediate level,Full-time,On-site,Large,Data Scientist,Other,Other,142281.5269542061
Senior,Full-time,Remote,Medium,Data Scientist,United States,United States,219593.74499999997
Senior,Full-time,Remote,Medium,AI/ DS Executive,United States,United States,212309.65979999996
Senior,Full-time,On-site,Medium,AI/ DS Executive,United States,United States,286328.8197
Senior,Full-time,On-site,Medium,Data Scientist,United States,United States,173532.618
Mid/ Intermediate level,Full-time,Remote,Large,Data Analyst,United States,United States,112796.20169999998
Senior,Full-time,Remote,Medium,Data Engineer,United States,United States,219807.98279999997
Senior,Full-time,Remote,Medium,Data Scientist,Germany,Germany,182416.342464006
Mid/ Intermediate level,Full-time,On-site,Medium,Data Analyst,United States,United States,195491.9925
Senior,Full-time,Remote,Medium,Data Engineer,United States,United States,121472.8326
Senior,Full-time,On-site,Medium,Data Analyst,United States,United States,114531.52787999998
Senior,Full-time,On-site,Medium,Data Scientist,United States,United States,101921.49097199999
Senior,Full-time,Remote,Medium,Data Engineer,United States,United States,222774.23368368
Mid/ Intermediate level,Full-time,On-site,Medium,Data Analyst,United States,United States,130149.46349999997
Senior,Full-time,On-site,Medium,AI/ DS Executive,Other,Other,72139.73000000001
Mid/ Intermediate level,Full-time,On-site,Medium,ML Engineer,United States,United States,267797.24999999994
Senior,Full-time,Remote,Medium,Data Analyst,United States,United States,130612.21714799998
Entry level,Full-time,Hybrid,Medium,Data Scientist,Other,Other,28348.03385001
Senior,Full-time,Remote,Medium,Data Engineer,United Kingdom,United Kingdom,137778.20158429403
Senior,Full-time,Remote,Medium,Data Analyst,United States,United States,91051.06499999999
Mid/ Intermediate level,Full-time,Remote,Medium,Data Engineer,United Kingdom,United Kingdom,64063.409766
Mid/ Intermediate level,Full-time,On-site,Medium,Data Analyst,United States,United States,107118.89999999998
Mid/ Intermediate level,Full-time,On-site,Medium,Data Scientist,United States,United States,198169.965
Senior,Full-time,Remote,Medium,Data Engineer,United States,United States,248730.08579999997
Senior,Full-time,Remote,Small,Data Engineer,Other,United Kingdom,141102.44612648996
Senior,Full-time,Remote,Large,Data Engineer,United States,United States,151898.88495599997
Entry level,Full-time,Remote,Small,Data Engineer,United States,United States,75197.46779999998
Mid/ Intermediate level,Full-time,Remote,Medium,ML Engineer,United States,United States,300682.75229999993
Senior,Full-time,On-site,Medium,Data Analyst,United States,United States,137647.7865
Mid/ Intermediate level,Full-time,On-site,Medium,Data Analyst,Other,Other,80923.019588
Entry level,Full-time,Hybrid,Large,Data Scientist,Germany,Germany,77501.14901236448
Senior,Full-time,On-site,Medium,Data Engineer,United States,United States,168905.08151999995
Senior,Full-time,Remote,Medium,Data Engineer,United States,United States,130149.46349999997
Senior,Full-time,On-site,Medium,Data Engineer,United States,United States,235661.57999999996
Senior,Full-time,On-site,Medium,ML Engineer,United States,United States,138826.0944
Senior,Full-time,Remote,Medium,ML Engineer,United States,United States,236195.2463598
Senior,Full-time,Remote,Medium,Data Engineer,United States,United States,141718.30469999998
Senior,Full-time,Remote,Medium,Data Engineer,United States,United States,91051.06499999999
Senior,Full-time,On-site,Medium,Data Engineer,United States,United States,128542.67999999998
Senior,Full-time,Remote,Large,ML Engineer,United States,United States,234731.78794799995
Senior,Full-time,Remote,Medium,Data Engineer,United States,United States,242945.6652
Senior,Full-time,Remote,Medium,Data Engineer,United States,United States,214237.79999999996
Senior,Full-time,On-site,Large,Data Engineer,United States,United States,334307.11792463996
Entry level,Full-time,On-site,Medium,ML Engineer,United States,United States,174813.76004399997
Senior,Full-time,On-site,Medium,Data Analyst,United States,United States,60736.4163
Mid/ Intermediate level,Full-time,Hybrid,Large,Data Analyst,India,India,20241.298396000002
Senior,Full-time,Hybrid,Large,Data Scientist,Other,Other,24490.853609193084
Senior,Full-time,Remote,Medium,Data Scientist,United States,United States,164277.54503999997
Senior,Full-time,Remote,Medium,Data Scientist,United States,United States,148663.894176
Senior,Full-time,Remote,Medium,Data Engineer,United States,United States,72883.69956
Entry level,Full-time,On-site,Medium,Data Engineer,United States,United States,75197.46779999998
Mid/ Intermediate level,Full-time,Remote,Medium,Data Scientist,United States,United States,100603.92850199998
Senior,Full-time,On-site,Medium,Data Engineer,United States,United States,134969.81399999998
Executive level,Full-time,Hybrid,Large,AI/ DS Executive,India,India,89518.31636914599
Senior,Full-time,On-site,Medium,Data Scientist,United States,United States,175846.38624
Senior,Full-time,On-site,Medium,ML Engineer,United States,United States,277652.1888
Senior,Full-time,Remote,Medium,Data Engineer,United States,United States,216380.17799999996
Entry level,Full-time,On-site,Small,Other,Other,Other,7768.893999999999
Mid/ Intermediate level,Full-time,On-site,Medium,BI Analyst,United States,United States,116450.31274374957
Senior,Full-time,Remote,Medium,AI/ DS Executive,United States,United States,145350.92083679995
Mid/ Intermediate level,Full-time,Remote,Small,Data Scientist,Other,Germany,30999.973940306274
Mid/ Intermediate level,Full-time,On-site,Medium,Data Analyst,United States,United States,91051.06499999999
Mid/ Intermediate level,Full-time,Remote,Medium,Data Analyst,United States,United States,118742.58607679998
Entry level,Full-time,Remote,Large,Data Engineer,United States,United States,149238.05148
Mid/ Intermediate level,Full-time,Remote,Medium,Data Engineer,United States,United States,115688.41199999998
Senior,Full-time,On-site,Medium,Data Analyst,United States,United States,146924.28324
Senior,Full-time,On-site,Medium,AI/ DS Executive,United States,United States,283552.297812
Executive level,Full-time,Remote,Medium,Data Engineer,United States,United States,156179.35619999998
Senior,Full-time,Remote,Medium,Data Scientist,United States,United States,89979.87599999999
Executive level,Full-time,On-site,Large,Data Scientist,Other,Other,98602.82595468199
Senior,Full-time,On-site,Medium,Data Analyst,United States,United States,166034.29499999998
Senior,Full-time,Remote,Large,Data Engineer,United States,United States,152824.39225199996
Entry level,Full-time,On-site,Medium,Data Analyst,United States,United States,55530.43775999999
Senior,Full-time,Remote,Medium,Data Engineer,United States,United States,195759.78975
Senior,Full-time,On-site,Medium,AI/ DS Executive,United Kingdom,United Kingdom,60336.56033
Executive level,Full-time,On-site,Medium,Data Engineer,United States,United States,123186.73499999997
Senior,Full-time,On-site,Large,Data Scientist,United States,United States,166591.31327999997
Senior,Full-time,On-site,Medium,Data Analyst,United States,United States,64271.33999999999
Senior,Full-time,On-site,Medium,Data Engineer,United States,United States,321356.69999999995
Entry level,Part-time,Remote,Small,ML Engineer,Germany,Germany,19753.624863920475
Mid/ Intermediate level,Freelancer,Hybrid,Medium,ML Engineer,Other,Other,14569.939185479996
Senior,Full-time,On-site,Medium,Data Scientist,United States,United States,155322.405
Entry level,Full-time,On-site,Medium,BI Analyst,United States,United States,171390.24
Executive level,Full-time,On-site,Medium,Data Analyst,Other,Canada,18558.46003750514
Senior,Full-time,Remote,Small,Data Analyst,United States,United States,139294.63246859997
Executive level,Full-time,On-site,Medium,Data Engineer,United States,United States,155322.405
Senior,Full-time,On-site,Medium,Data Scientist,Spain,Spain,281622.40750000003
Mid/ Intermediate level,Full-time,On-site,Small,Data Scientist,India,India,11493.253694146139
Senior,Full-time,Remote,Medium,Data Analyst,United States,United States,179317.03859999997
Senior,Full-time,On-site,Medium,Data Scientist,United States,United States,141833.993112
Senior,Full-time,Remote,Medium,Data Scientist,United States,United States,123186.73499999997
Mid/ Intermediate level,Full-time,Remote,Medium,Data Engineer,France,France,76417.102132154
Senior,Full-time,Remote,Medium,AI/ DS Executive,United States,United States,128542.67999999998
Senior,Full-time,Remote,Medium,Data Scientist,United States,United States,251729.41499999995
Senior,Full-time,Hybrid,Small,ML Engineer,United States,United States,145350.92083679995
Senior,Full-time,On-site,Medium,Data Engineer,United States,United States,156179.35619999998
Senior,Full-time,Remote,Medium,Data Scientist,United States,United States,181168.05319199996
Entry level,Full-time,Hybrid,Large,Data Scientist,United States,United States,235661.57999999996
Mid/ Intermediate level,Full-time,Hybrid,Small,Data Engineer,Germany,Germany,77032.981204004
Mid/ Intermediate level,Full-time,Remote,Medium,Data Engineer,United Kingdom,United Kingdom,86668.84919671998
Mid/ Intermediate level,Freelancer,Remote,Medium,Data Scientist,Canada,United States,115688.41199999998
Senior,Full-time,On-site,Medium,Data Scientist,United States,United States,208239.14159999997
Senior,Full-time,Remote,Medium,Data Scientist,United States,United States,199562.51069999998
Senior,Full-time,Remote,Medium,Data Engineer,United States,United States,185315.697
Senior,Full-time,Remote,Medium,Data Engineer,United States,United States,231492.51241199995
Senior,Full-time,On-site,Medium,Data Engineer,United States,United States,155022.47207999998
Senior,Full-time,On-site,Medium,ML Engineer,United States,United States,224319.83086799996
Mid/ Intermediate level,Full-time,Remote,Large,Data Engineer,United States,United States,169576.0743096
Senior,Full-time,Remote,Medium,ML Engineer,United States,United States,177549.57674999998
Senior,Full-time,On-site,Medium,Data Analyst,United States,United States,130685.05799999998
Mid/ Intermediate level,Full-time,Remote,Medium,Data Scientist,United States,United States,123572.36303999998
Entry level,Full-time,Remote,Large,ML Engineer,United Kingdom,United Kingdom,35193.08982
Mid/ Intermediate level,Full-time,On-site,Large,Data Scientist,Other,Other,72719.481495066
Senior,Full-time,On-site,Medium,Data Scientist,United States,United States,166591.31327999997
Senior,Full-time,On-site,Medium,Data Scientist,United States,United States,92550.72959999999
Senior,Full-time,Remote,Large,AI/ DS Executive,Other,Other,156921.29509540397
Senior,Full-time,Remote,Medium,Data Analyst,United States,United States,156179.35619999998
Mid/ Intermediate level,Full-time,On-site,Medium,Data Analyst,United States,United States,238318.12872
Senior,Full-time,On-site,Medium,Data Engineer,United States,United States,196670.30039999995
Senior,Full-time,Remote,Medium,Data Scientist,United States,United States,163728.02508299996
Mid/ Intermediate level,Full-time,Remote,Large,Data Engineer,Other,Other,34574.46568714403
Senior,Full-time,On-site,Medium,Data Scientist,United States,United States,162606.49019999997
Senior,Full-time,Hybrid,Medium,Data Scientist,France,France,94320.92964040235
Senior,Full-time,On-site,Medium,Data Engineer,United States,United States,62471.74248
Mid/ Intermediate level,Full-time,Remote,Medium,Data Engineer,Other,Other,55464.309556320004
Senior,Full-time,Remote,Medium,Data Engineer,United States,United States,196670.30039999995
Senior,Full-time,On-site,Medium,Data Scientist,United States,United States,137112.19199999998
Senior,Full-time,Remote,Medium,Data Analyst,United States,United States,136041.003
Senior,Full-time,On-site,Medium,Data Engineer,United States,United States,118117.86865199999
Senior,Full-time,On-site,Medium,ML Engineer,United States,United States,249886.96992
Executive level,Full-time,Remote,Medium,Data Engineer,United States,United States,125012.04105599997
Senior,Full-time,On-site,Medium,Data Analyst,United States,United States,137669.21028
Entry level,Full-time,Remote,Large,Data Scientist,Canada,Canada,59923.274036514
Mid/ Intermediate level,Full-time,Hybrid,Large,ML Engineer,United States,United States,234590.39099999995
Entry level,Full-time,Remote,Small,Data Analyst,Other,United States,32135.669999999995
Senior,Full-time,On-site,Medium,Data Scientist,United States,United States,149966.46
Senior,Full-time,On-site,Medium,Data Analyst,United States,United States,178808.00958719998
Senior,Full-time,On-site,Medium,Data Scientist,Canada,Canada,161925.9478
Mid/ Intermediate level,Full-time,On-site,Medium,Data Analyst,United States,United States,64271.33999999999
Mid/ Intermediate level,Full-time,Remote,Large,ML Engineer,United States,United States,171797.29181999998
Senior,Full-time,Remote,Medium,Data Analyst,United States,United States,232533.70811999994
Mid/ Intermediate level,Full-time,On-site,Medium,Data Engineer,United States,United States,114647.21629199998
Senior,Full-time,Remote,Large,Data Engineer,United States,United States,178854.284952
Entry level,Full-time,On-site,Medium,Data Analyst,United States,United States,51417.07199999999
Mid/ Intermediate level,Full-time,Remote,Small,Data Analyst,India,India,6713.668434661999
Senior,Full-time,On-site,Medium,Data Engineer,United States,United States,118901.97899999998
Senior,Full-time,Hybrid,Large,Data Scientist,Canada,Canada,116696.71374450324
Senior,Full-time,Remote,Medium,Data Scientist,United States,United States,234054.79649999994
Mid/ Intermediate level,Full-time,Remote,Medium,Data Engineer,Other,Other,56308.943712
Senior,Full-time,On-site,Medium,AI/ ML Researcher,United States,United States,214237.79999999996
Senior,Full-time,On-site,Medium,ML Engineer,United States,United States,291363.408
Executive level,Full-time,On-site,Medium,Data Engineer,United States,United States,231376.82399999996
Mid/ Intermediate level,Full-time,On-site,Medium,ML Engineer,United States,United States,155322.405
Senior,Full-time,Remote,Medium,Data Scientist,Germany,Germany,210975.14772894795
Executive level,Full-time,On-site,Large,AI/ DS Executive,Germany,Germany,172223.96614196632
Senior,Full-time,On-site,Medium,Data Analyst,United States,United States,192852.58280399998
Senior,Full-time,Remote,Medium,Data Engineer,United States,United States,198169.965
Mid/ Intermediate level,Full-time,Remote,Medium,Data Analyst,United States,United States,128542.67999999998
Mid/ Intermediate level,Full-time,Hybrid,Medium,Data Scientist,United Kingdom,United Kingdom,93890.471227784
Mid/ Intermediate level,Full-time,Remote,Large,Data Engineer,Other,Other,55112.00913067688
Senior,Full-time,Remote,Medium,Data Analyst,United States,United States,182691.28394999998
Senior,Full-time,On-site,Medium,Data Engineer,United States,United States,141833.993112
Entry level,Part-time,Hybrid,Medium,Data Scientist,Other,Other,117310.29939999999
Senior,Full-time,On-site,Medium,Data Engineer,United Kingdom,United Kingdom,72223.25892860399
Entry level,Full-time,Remote,Medium,Data Engineer,United States,United States,62128.961999999985
Senior,Full-time,Remote,Medium,BI Analyst,United States,United States,138826.0944
Mid/ Intermediate level,Full-time,On-site,Small,Data Engineer,Other,Other,21854.90877822
Senior,Full-time,Remote,Medium,Data Engineer,United States,United States,150394.93559999997
Senior,Full-time,On-site,Medium,Data Scientist,United States,United States,192814.02
Mid/ Intermediate level,Full-time,Remote,Medium,Data Engineer,Other,Other,66590.51999999999
Senior,Full-time,On-site,Medium,Data Engineer,United States,United States,104119.57079999999
Senior,Full-time,On-site,Medium,ML Engineer,United States,United States,183816.03239999997
Mid/ Intermediate level,Full-time,Remote,Medium,Data Scientist,United States,United States,214237.79999999996
Senior,Full-time,Remote,Medium,Data Engineer,United Kingdom,United Kingdom,93896.336742754
Senior,Full-time,Remote,Medium,Data Engineer,United States,United States,182102.12999999998
Senior,Full-time,On-site,Medium,Data Analyst,Spain,Spain,43138.51639836199
Mid/ Intermediate level,Full-time,On-site,Medium,Data Scientist,Other,Other,89321.19400199999
Senior,Full-time,On-site,Medium,Data Engineer,United States,United States,115688.41199999998
Mid/ Intermediate level,Full-time,Remote,Large,Data Scientist,India,India,35806.622685862
Mid/ Intermediate level,Full-time,On-site,Medium,Data Engineer,United States,United States,160249.87439999997
Mid/ Intermediate level,Full-time,Remote,Medium,Data Scientist,United States,United States,104708.72474999998
Senior,Full-time,On-site,Medium,AI/ DS Executive,Canada,Canada,79908.62400000001
Mid/ Intermediate level,Full-time,On-site,Medium,Data Scientist,United States,United States,96407.01
Senior,Full-time,On-site,Medium,ML Engineer,United States,United States,97156.84229999999
Senior,Full-time,Remote,Medium,Data Engineer,Canada,Canada,225705.01604559997
Mid/ Intermediate level,Full-time,Remote,Large,Data Engineer,United States,United States,205913.80451879997
Mid/ Intermediate level,Full-time,On-site,Medium,AI/ DS Executive,United States,United States,85695.12
Senior,Full-time,Remote,Large,ML Engineer,Other,Other,70254.792104672
Senior,Full-time,Remote,Medium,Data Scientist,United States,United States,185315.697
Senior,Full-time,On-site,Medium,Data Engineer,Canada,Canada,154849.59520799998
Entry level,Full-time,Remote,Small,Data Scientist,United States,United States,128708.24040098638
Senior,Full-time,Hybrid,Large,AI/ DS Executive,India,India,114938.60774945533
Senior,Full-time,On-site,Medium,Data Engineer,United States,United States,229988.56305599996
Senior,Full-time,Remote,Medium,Data Scientist,United States,United States,217451.36699999994
Senior,Full-time,Remote,Medium,Data Engineer,United States,United States,163784.79809999999
Senior,Full-time,On-site,Medium,AI/ ML Researcher,United States,United States,217451.36699999994
Senior,Full-time,Remote,Medium,Data Analyst,United States,United States,139520.224872
Entry level,Full-time,Remote,Large,Data Analyst,Other,Other,9149.030250205999
Senior,Full-time,On-site,Medium,BI Analyst,United States,United States,144610.51499999998
Entry level,Full-time,Remote,Large,Data Scientist,United States,United States,92550.72959999999
Senior,Full-time,On-site,Medium,Data Scientist,United States,United States,144610.51499999998
Entry level,Full-time,Hybrid,Medium,ML Engineer,Other,Other,26522.145963968756
Senior,Full-time,On-site,Large,Data Scientist,India,India,66541.921128662
Senior,Full-time,Remote,Medium,Data Engineer,United States,United States,148627.47374999998
Senior,Full-time,Remote,Medium,Data Engineer,Other,Other,234620.59879999998
Mid/ Intermediate level,Full-time,Remote,Medium,Data Scientist,United Kingdom,United Kingdom,154558.66566548802
Entry level,Full-time,Hybrid,Large,Data Scientist,France,France,44490.52346446197
Senior,Full-time,On-site,Medium,Data Engineer,United States,United States,254641.76365319997
Mid/ Intermediate level,Full-time,Remote,Large,Data Scientist,India,Other,62662.469527504
Mid/ Intermediate level,Full-time,On-site,Medium,ML Engineer,United States,United States,93193.443
Senior,Full-time,Remote,Medium,Data Engineer,United States,United States,308193.92956799996
Senior,Full-time,Remote,Medium,BI Analyst,Germany,Germany,79794.310274
Mid/ Intermediate level,Full-time,On-site,Medium,ML Engineer,United States,United States,159071.5665
Mid/ Intermediate level,Full-time,Remote,Medium,Data Scientist,United States,United States,224949.68999999994
Mid/ Intermediate level,Full-time,On-site,Medium,Data Engineer,United Kingdom,United Kingdom,122780.47866102199
Senior,Full-time,Remote,Medium,Data Analyst,United States,United States,124187.22552599998
Senior,Freelancer,Hybrid,Medium,Data Engineer,Other,Other,55492.100000000006
Senior,Full-time,Remote,Large,AI/ DS Executive,United States,United States,256018.455756
Senior,Full-time,Remote,Medium,Data Engineer,United States,United States,144610.51499999998
Senior,Full-time,On-site,Medium,Data Scientist,United States,United States,130685.05799999998
Senior,Full-time,Remote,Medium,ML Engineer,United States,United States,242945.6652
Mid/ Intermediate level,Full-time,Remote,Medium,ML Engineer,Other,United States,46512.294667776
Senior,Full-time,On-site,Medium,Data Engineer,United States,United States,72883.69956
Senior,Full-time,On-site,Large,Data Engineer,United States,United States,266081.03383176
Mid/ Intermediate level,Full-time,Remote,Medium,AI Engineer,United States,United States,160678.34999999998
Senior,Full-time,Remote,Small,Data Engineer,United States,United States,139294.63246859997
Senior,Full-time,On-site,Medium,Data Analyst,United States,United States,69627.28499999999
Senior,Full-time,On-site,Medium,Data Engineer,United States,United States,133041.6738
Senior,Full-time,Remote,Medium,Data Scientist,United States,United States,144610.51499999998
Senior,Full-time,Remote,Medium,Data Scientist,United States,United States,107118.89999999998
Senior,Full-time,On-site,Medium,ML Engineer,United States,United States,182102.12999999998
Entry level,Full-time,Remote,Small,Data Analyst,United States,United States,72675.46041839998
Senior,Full-time,On-site,Medium,Data Scientist,United States,United States,184244.50799999997
Senior,Full-time,Remote,Medium,Data Analyst,United States,United States,173619.384309
Mid/ Intermediate level,Full-time,On-site,Medium,AI/ ML Researcher,United States,United States,246373.46999999994
Senior,Full-time,On-site,Medium,Data Engineer,United States,United States,114081.62849999998
Senior,Full-time,Remote,Medium,ML Engineer,Other,Other,217024.05389
Mid/ Intermediate level,Full-time,Remote,Large,Data Scientist,United States,United States,156179.35619999998
Senior,Full-time,On-site,Medium,Data Scientist,United States,United States,141139.86263999998
Senior,Full-time,Remote,Large,ML Engineer,Other,Other,81347.65401593599
Senior,Full-time,On-site,Medium,Data Scientist,United States,United States,164213.27369999996
Senior,Full-time,Remote,Medium,Data Scientist,United States,United States,212866.67807999998
Senior,Full-time,Remote,Large,ML Engineer,United States,United States,173532.618
Senior,Full-time,Remote,Medium,Data Analyst,Canada,Canada,194222.35
Senior,Full-time,Remote,Medium,ML Engineer,United States,United States,227306.30579999997
Mid/ Intermediate level,Full-time,Remote,Medium,Data Scientist,Canada,Canada,77475.6516187899
Senior,Full-time,Remote,Medium,Data Engineer,United States,United States,187415.22743999996
Senior,Full-time,On-site,Medium,Data Engineer,United States,United States,173532.618
Mid/ Intermediate level,Full-time,On-site,Medium,ML Engineer,United States,United States,104119.57079999999
Senior,Full-time,On-site,Medium,Data Scientist,United States,United States,267797.24999999994
Senior,Full-time,On-site,Large,Data Scientist,United States,United States,138016.275516
Entry level,Full-time,On-site,Large,Data Scientist,United States,United States,94864.49783999998
Entry level,Full-time,Remote,Large,ML Engineer,Other,Other,18212.423981849995
Entry level,Full-time,On-site,Medium,Data Scientist,United States,United States,107590.22315999998
Mid/ Intermediate level,Full-time,On-site,Medium,Data Engineer,United States,United States,75197.46779999998
Senior,Full-time,Remote,Small,Data Analyst,United Kingdom,United Kingdom,234620.59879999998
Senior,Full-time,Remote,Medium,Data Scientist,United States,United States,197098.77599999998
Senior,Full-time,On-site,Large,ML Engineer,United States,United States,144074.92049999998
Senior,Full-time,Remote,Medium,Data Engineer,United States,United States,159650.00855999996
Mid/ Intermediate level,Full-time,On-site,Medium,Data Engineer,United States,United States,167748.19739999998
Senior,Full-time,Hybrid,Large,ML Engineer,United States,United States,183868.91485855196
Senior,Full-time,Remote,Large,Data Engineer,United States,United States,224082.66962339997
Senior,Full-time,On-site,Medium,ML Engineer,United States,United States,155322.405
Senior,Full-time,On-site,Large,Data Scientist,United States,United States,135076.93289999996
Senior,Full-time,On-site,Medium,AI/ DS Executive,Canada,Canada,99885.78
Senior,Full-time,On-site,Large,Data Scientist,United States,United States,120663.013716
Entry level,Full-time,Hybrid,Medium,AI Engineer,Other,Other,88787.36
Senior,Full-time,On-site,Medium,Data Analyst,United States,United States,134541.33839999998
Executive level,Full-time,Remote,Large,AI/ DS Executive,United States,United States,284645.55330539995
Senior,Full-time,On-site,Medium,Data Scientist,United States,United States,150394.93559999997
Mid/ Intermediate level,Full-time,Remote,Medium,AI/ DS Executive,United States,United States,182787.69095999998
Senior,Full-time,On-site,Medium,Data Engineer,United States,United States,283436.60939999996
Senior,Full-time,Remote,Medium,Data Engineer,United States,United States,160678.34999999998
Senior,Full-time,Remote,Medium,Data Analyst,United States,United States,117830.78999999998
Entry level,Full-time,On-site,Medium,Data Engineer,United States,United States,133898.62499999997
Senior,Full-time,On-site,Large,ML Engineer,United States,United States,280115.9235
Senior,Full-time,Remote,Medium,Data Engineer,United States,United States,175273.30012499998
Executive level,Full-time,On-site,Medium,Data Engineer,United States,United States,114081.62849999998
Mid/ Intermediate level,Full-time,On-site,Large,Data Analyst,United States,United States,72840.852
Senior,Full-time,Hybrid,Large,AI/ DS Executive,France,France,67788.929611284
Senior,Full-time,Remote,Medium,Data Analyst,United States,United States,100691.76599999999
Mid/ Intermediate level,Full-time,On-site,Medium,Data Analyst,United States,United States,75197.46779999998
Entry level,Full-time,Remote,Large,ML Engineer,Other,Other,24650.413212921998
Senior,Full-time,Remote,Medium,Data Scientist,United States,United States,167533.95959999997
Mid/ Intermediate level,Full-time,On-site,Medium,Data Scientist,United States,United States,208239.14159999997
Senior,Full-time,Remote,Medium,Data Analyst,United States,United States,223289.34704999995
Senior,Full-time,On-site,Large,Data Scientist,United States,United States,77125.608
Senior,Full-time,On-site,Medium,Data Scientist,United States,United States,174068.2125
Senior,Full-time,Remote,Medium,ML Engineer,United States,United States,231376.82399999996
Mid/ Intermediate level,Full-time,Remote,Medium,Data Engineer,United States,United States,138826.0944
Senior,Full-time,Remote,Medium,Data Analyst,United States,United States,221200.52849999996
Executive level,Full-time,Hybrid,Large,Data Engineer,Spain,Spain,98771.83601160988
Senior,Full-time,On-site,Medium,Data Scientist,United States,United States,141718.30469999998
Senior,Full-time,Remote,Medium,Data Engineer,United States,United States,181168.05319199996
Mid/ Intermediate level,Full-time,Remote,Medium,Data Scientist,India,United States,36783.1305954
Senior,Full-time,Remote,Medium,Data Scientist,United States,United States,209953.04399999997
Mid/ Intermediate level,Full-time,On-site,Medium,Data Engineer,United Kingdom,United Kingdom,158892.10812532398
Executive level,Full-time,Hybrid,Medium,AI/ DS Executive,Germany,Germany,157872.57604426853
Entry level,Full-time,Hybrid,Medium,Data Scientist,India,India,26854.673738647994
Senior,Full-time,Remote,Medium,Data Scientist,United States,United States,231376.82399999996
Senior,Full-time,Remote,Medium,Data Scientist,United States,United States,186836.78538
Senior,Full-time,Remote,Medium,Data Scientist,Other,Other,75822.18575599999
Senior,Full-time,On-site,Medium,Data Analyst,United States,United States,74983.23
Senior,Full-time,Remote,Medium,ML Engineer,United States,United States,241017.52499999994
Mid/ Intermediate level,Full-time,Remote,Large,Data Scientist,United States,United States,126256.65486953901
Mid/ Intermediate level,Full-time,On-site,Medium,Data Analyst,United Kingdom,United Kingdom,47204.909786000004
Senior,Full-time,On-site,Medium,Data Scientist,Canada,Canada,275351.8002
Mid/ Intermediate level,Full-time,On-site,Medium,Data Analyst,United States,United States,91393.84547999999
Entry level,Full-time,Hybrid,Large,Data Engineer,United States,United States,150394.93559999997
Senior,Full-time,On-site,Medium,Data Engineer,United States,United States,257085.35999999996
Senior,Full-time,On-site,Medium,ML Engineer,United States,United States,287717.080644
Senior,Full-time,Remote,Medium,Data Analyst,United States,United States,79825.00427999998
Senior,Full-time,On-site,Medium,BI Analyst,United States,United States,133898.62499999997
Senior,Full-time,On-site,Medium,Data Engineer,United States,United States,123186.73499999997
Senior,Full-time,Remote,Medium,Data Scientist,United States,United States,156179.35619999998
Entry level,Full-time,On-site,Medium,AI/ ML Researcher,United States,United States,128542.67999999998
Senior,Full-time,Remote,Medium,Data Scientist,United States,United States,89197.90802999999
Mid/ Intermediate level,Full-time,On-site,Medium,ML Engineer,United States,United States,149585.11671599996
Senior,Full-time,Remote,Large,Data Engineer,United States,United States,181688.65104599998
Senior,Full-time,Remote,Medium,Data Engineer,United States,United States,134487.77894999998
Senior,Full-time,On-site,Medium,AI/ ML Researcher,United States,United States,246373.46999999994
Mid/ Intermediate level,Full-time,Remote,Medium,Data Scientist,United States,United States,166822.69010399995
Senior,Full-time,Remote,Medium,Data Scientist,United States,United States,187458.07499999998
Mid/ Intermediate level,Full-time,Remote,Medium,Data Engineer,United States,United States,171390.24
Entry level,Full-time,Hybrid,Medium,Data Analyst,France,France,33278.585733791995
Senior,Full-time,On-site,Medium,Data Engineer,Spain,Spain,49300.826425843996
Senior,Full-time,Remote,Medium,Data Analyst,United States,United States,93707.61371999998
Entry level,Full-time,Hybrid,Small,Data Scientist,Other,Other,61010.740511952
Senior,Full-time,Remote,Medium,Data Scientist,United States,United States,207545.01112799998
Senior,Full-time,On-site,Medium,AI Engineer,Other,Other,22956.15334832253
Entry level,Full-time,Hybrid,Large,Data Analyst,Other,Other,51028.78367394611
Senior,Full-time,On-site,Medium,Data Engineer,Other,Other,73952.41274176
Senior,Full-time,On-site,Medium,Data Engineer,United States,United States,194819.28580799996
Senior,Full-time,Remote,Medium,Data Engineer,United States,United States,194956.398
Entry level,Full-time,On-site,Large,Data Analyst,Canada,Canada,45129.50524599999
Senior,Full-time,On-site,Medium,Data Engineer,United States,United States,175846.38624
Mid/ Intermediate level,Full-time,Remote,Small,AI Engineer,Germany,United States,115973.07722033543
Senior,Full-time,Hybrid,Small,Data Engineer,Other,United Kingdom,93287.67811983207
Mid/ Intermediate level,Full-time,Remote,Medium,Data Engineer,United States,United States,96407.01
Mid/ Intermediate level,Full-time,Remote,Medium,Data Engineer,United States,United States,115688.41199999998
Mid/ Intermediate level,Full-time,On-site,Medium,Data Engineer,United States,United States,138826.0944
Senior,Full-time,On-site,Medium,ML Engineer,United States,United States,309655.03136399994
Senior,Full-time,On-site,Medium,Data Analyst,Spain,Spain,59161.93019340799
Senior,Full-time,On-site,Medium,Data Scientist,United States,United States,167748.19739999998
Senior,Full-time,On-site,Medium,ML Engineer,United States,United States,157571.90189999997
